Item #,Title,Image URL,Description,Characters,Character-centric,Type,Tags,Price ($),Series,Number of Items,Discount,Collaboration
30070,"Badtz-maru 7"" Plush (I Love Me Series)",https://www.sanrio.com/cdn/shop/files/zz-2504300659_XO_--1_800x.jpg?v=1744855290,"In honor of the 40th Anniversary Sanrio Character Ranking Awards, your favorite characters join in on the fun with a mini-me version of themselves! An expressive thought bubble and a winking expression show the sheer joy and excitement when hugging a pint-sized version tightly!",Badtz-maru,Badtz-maru,Plush,"plush, 7'' plush, embroidered, black",44,I Love Me,Single,0,None
486183,Badtz-maru Mascot Badge Keychain (Sanrio Character Award Series),https://www.sanrio.com/cdn/shop/files/zz-2504485543_XO_--1_800x.jpg?v=1744303385,"Celebrating 40 years of this fan-favorite contest, the Sanrio Character Ranking Awards is one of the most anticipated events of the year! These kawaii embroidered mascot keychains spell out the name of your #1 character and easily spruce up your purse, tote, or set of keys.",Badtz-maru,Badtz-maru,Accessory,"accessory, badge, keychain, embroidered, black",5.99,Sanrio Character Award,Single,0,None
175064,Badtz-maru Mini Mascot Keychain (Sanrio Character Award Series),https://www.sanrio.com/cdn/shop/files/original_0429f9a3-8292-4a1b-bbe9-e8451b89d0cc_800x.jpg?v=1749847169,"I’ll adore you with all my heart! Clip this adorable plush mascot to a bag or tote and even use it as decor. The colorful clip attachment is shaped like a heart, sure to bring a smile every time you catch a glance!",Badtz-maru,Badtz-maru,Accessory,"accessory, plush keychain, keychain, black",14.99,Sanrio Character Award,Single,0,None
619744,Badtz-maru Customizable Keychain (Sanrio Character Award Series),https://www.sanrio.com/cdn/shop/files/zz-2504619507_XO_--2_800x.jpg?v=1744855690,"Celebrating 40 years of this fan-favorite contest, the Sanrio Character Ranking Awards is one of the most anticipated events of the year! These kawaii mascot keychains are customizable and easily spruce up your purse, tote, or set of keys.",Badtz-maru,Badtz-maru,Accessory,"accessory, keychain, stickers, customizable, resin, pvc, black, blue, yellow",10.99,Sanrio Character Award,Multiple,4,None
CNS0132,Hello Kitty and Friends BLDR Building Set (Badtz-maru’s Bowling Alley),https://www.sanrio.com/cdn/shop/files/CNS01321_800x.jpg?v=1757539643,"Get ready to unleash your competitive spirit as you step through the opening double doors of the extra large Badtz-maru inspired building into a vibrant bowling paradise! The interior is packed with irresistibly fun details—a shining league trophy, a cozy lounge area, and a jukebox “playing” all your favorite tunes!","Badtz-maru, Hello Kitty, Melody, Keroppi, Chococat",None,Toys&Games,"toys, building set, playset, set, bldr bricks",49.99,Badtz-maru’s Bowling Alley,Multiple,0,None
896641,Badtz-maru Plush Mascot Keychain (Sparkling School Series),https://www.sanrio.com/cdn/shop/files/original_1_6358a0f9-77fd-4a88-8467-08347d7e41e1_800x.jpg?v=1747850583,"Celebrate the joy of school life with the Sparkling School Series! Its whimsical doodle design on these mini charms featuring your favorite Sanrio Characters is irresistibly cute and sure to put you in a studious vibe. Enjoy matching totes, accessories, and plush mascots, embellished with bows, hearts, stars, and more!",Badtz-maru,Badtz-maru,Accessory,"accessory, plush keychain, keychain, embroidered, black, blue",28,Sparkling School,Single,0,None
320404,"Badtz-maru 9"" Plush (Balloon Kids Series)",https://www.sanrio.com/cdn/shop/files/zz-2503320226_XO_--1_800x.jpg?v=1749164614,"The popular 90's series Balloon Kids has now been re-released and features a nod to 90s retro parachute “swishy” fabric and bold color pops, sure to spread joy amongst our biggest fans! Collect all of your faves and enjoy a little dose of Sanrio nostalgia!",Badtz-maru,Badtz-maru,Plush,"plush, 9'' plush, nylon, embroidered, black",36,Balloon Kids,Single,0,None
615285,Badtz-maru 2-Way Easy Tote,https://www.sanrio.com/cdn/shop/files/zz-2505615145_XO_--2_800x.jpg?v=1748572199,"This mini tote bag offers two fun ways to carry it and lets you personalize with your favorite Sanrio charms and mascots! With its simple design, it pairs easily with any outfit. Carry it your way—by hand or over your shoulder, for a playful and practical style!",Badtz-maru,Badtz-maru,Bags,"bag, tote bag, mini tote bag, embroidered, cotton, poly, steel, black",28,None,Single,4,None
732788,"Badtz-maru 8"" Plush (Hapidanbui Boy Band Series)",https://www.sanrio.com/cdn/shop/files/732788-Zoom.1_800x.jpg?v=1750273146,"Join the Hapidanbui, a quirky Sanrio boy band consisting of six lovable members - Badtz-Maru, Tuxedosam, Pochacco, Hangyodon, Keroppi, and Pekkle. These delightful cuties will serenade and groove their way into your heart, while also spreading joy and happiness wherever they go! Let the kawaii vibes of Hapidanbui brighten your day and the world!",Badtz-maru,Badtz-maru,Plush,"plush, 8'' plush, embroidered, black, blue, purple",50.2,Hapidanbui Boy Band,Single,0,None
745812,"Badtz-maru 9"" Plush (Gaming Series)",https://www.sanrio.com/cdn/shop/files/original_5f8a9b85-27ec-4d73-a42e-bf8984fad273_800x.jpg?v=1743214935,"Ready, set, game! Put on your headset and get comfy while Badtz-maru joins in on your gaming sesh. Gaming runs in the family (Did you know his dad loves to play pinball?) and this series features plush and mini mascots keychains, made for fans of this mischievous little penguin!",Badtz-maru,Badtz-maru,Plush,"plush, 9'' plush, embroidered, black, red",38,Gaming,Single,18,None
755109,Badtz-maru Plush Mascot Keychain (Gaming Series),https://www.sanrio.com/cdn/shop/files/original_1_b9e9b4ab-1222-4ff4-9ce2-2015b5089db5_800x.jpg?v=1743214860,"Ready, set, game! Put on your headset and get comfy while Badtz-maru joins in on your gaming sesh. Gaming runs in the family (Did you know his dad loves to play pinball?) and this series features plush and mini mascots keychains, made for fans of this mischievous little penguin!",Badtz-maru,Badtz-maru,Accessory,"accessory, plush keychain, keychain, acrylic charm, charm, embroidered, acrylic, black, red",26.99,Gaming,Single,11.01,None
755168,Badtz-maru Mini Keychain Pouch (Gaming Series),https://www.sanrio.com/cdn/shop/files/original_1_862a1f08-7b44-4937-8af4-5d0026f2171d_800x.jpg?v=1743214818,"Ready, set, game! Put on your headset and get comfy while Badtz-maru joins in on your gaming sesh. Gaming runs in the family (Did you know his dad loves to play pinball?) and this series features plush and mini mascots keychains, made for fans of this mischievous little penguin!",Badtz-maru,Badtz-maru,Accessory,"accessory, keychain pouch, keychain, pouch, acrylic charm, charm, embroidered, black, red",28,Gaming,Single,10,None
295795,Badtz-maru Mini Pouch Charm (Spring Bunny Series),https://www.sanrio.com/cdn/shop/files/zz-2502295396_XO_--1_800x.jpg?v=1739989175,"The flowers are blooming, and the time is changing (right on time don’t ya think?), as we welcome the beginning of spring! Enjoy a vibrant and soft collection of bunny-themed pieces made for warmer days, friendship, and fun.",Badtz-maru,Badtz-maru,Bags,"accessory, pouch charm, pouch, charm, bunny, embroidered, poly, nylon, black",9.99,Spring Bunny,Single,3,None
732591,Badtz-maru Clear Gingham Zipper Pouch,https://www.sanrio.com/cdn/shop/files/zz-2503731480_XO_--1_800x.jpg?v=1741816860,"This gingham pouch featuring your favorite Sanrio Characters is super versatile and fun! Use it as a pencil case, cosmetic bag, or in a larger handbag for organization. Its triangular shape and clear material make finding your belongings a breeze. Plus, the O-ring zipper adds an extra element of convenience.",Badtz-maru,Badtz-maru,Bags,"bag, zipper pouch, clear pouch, pouch, pvc, vinyl, black, gingham, clear",12.99,None,Single,3,None
298891,Badtz-maru Mini Trash Bin (My Time Series),https://www.sanrio.com/cdn/shop/files/4550624298896-5_800x.jpg?v=1749163581,"Take a peek into the silly life of Badtz-maru, the mischief-loving penguin. He's got big dreams for the future, but for now, he's just rollin' his eyes at the hilarity of living in Gorgeoustown. Check out his different faces and moods in this collection of bags, stuffed animals, and more!",Badtz-maru,Badtz-maru,Home Goods,"home goods, trash bin, ,poly, resin, black",22,My Time,Single,0,None
465097,"Badtz-maru 8"" Plush (My Time Series)",https://www.sanrio.com/cdn/shop/files/zz-2503465097_XO_--1_800x.jpg?v=1742937856,"Take a peek into the silly life of Badtz-maru, the mischief-loving penguin. He's got big dreams for the future, but for now, he's just rollin' his eyes at the hilarity of living in Gorgeoustown. Check out his different faces and moods in this collection of bags, stuffed animals, and more!",Badtz-maru,Badtz-maru,Plush,"plush, 8'' plush, embroidered, black",46,My Time,Single,0,None
299286,Badtz-maru 2-pc Zipper Pouch Set (My Time Series),https://www.sanrio.com/cdn/shop/files/4550624299282_800x.jpg?v=1750805952,"Take a peek into the silly life of Badtz-maru, the mischief-loving penguin. He's got big dreams for the future, but for now, he's just rollin' his eyes at the hilarity of living in Gorgeoustown. Check out his different faces and moods in this collection of bags, stuffed animals, and more!",Badtz-maru,Badtz-maru,Bags,"bag, zipper pouch, pouch, set, poly, mesh fabric, black",28,My Time,Multiple,0,None
299308,Badtz-maru Smartphone Grip (My Time Series),https://www.sanrio.com/cdn/shop/files/original_3_6baceff0-fa93-4e2b-b274-c13f1725ac00_800x.jpg?v=1750806377,"Take a peek into the silly life of Badtz-maru, the mischief-loving penguin. He's got big dreams for the future, but for now, he's just rollin' his eyes at the hilarity of living in Gorgeoustown. Check out his different faces and moods in this collection of bags, stuffed animals, and more!",Badtz-maru,Badtz-maru,Accessory,"accessory, smartphone grip, plush smartphone grip, plush, poly, resin, smartphone, black",26,My Time,Single,0,None
299111,Badtz-maru Tote Bag (My Time Series),https://www.sanrio.com/cdn/shop/files/4550624299114-1_ee91091f-9314-480e-8c21-c62562ad9057_800x.jpg?v=1753376985,"Take a peek into the silly life of Badtz-maru, the mischief-loving penguin. He's got big dreams for the future, but for now, he's just rollin' his eyes at the hilarity of living in Gorgeoustown. Check out his different faces and moods in this collection of bags, stuffed animals, and more!",Badtz-maru,Badtz-maru,Bags,"bag, tote bag, PU, poly, cotton, black",28,My Time,Single,0,None
615587,Badtz-maru Gingham Binder Clips (Set of 3),https://www.sanrio.com/cdn/shop/files/imgi_13_zz-2505615366_XO_--1_800x.jpg?v=1754433164,"Clip together your most important documents with these gingham binder clips. You'll see your favorite Sanrio faces bobbing at the top of your filing cabinets and drawers for easy visibility, so it's both cute and practical!",Badtz-maru,Badtz-maru,Stationery,"stationery, binder clips, set, steel, black, gingham",7.8,None,Multiple,0,None
306151,Badtz-maru Plush Pal Pencil Case (Side Pose),https://www.sanrio.com/cdn/shop/files/zz-2506305707_XO_--1_800x.jpg?v=1749175352,"Clip together your most important documents with these gingham binder clips. You'll see your favorite Sanrio faces bobbing at the top of your filing cabinets and drawers for easy visibility, so it's both cute and practical!",Badtz-maru,Badtz-maru,Stationery,"stationery, pencil case, embroidered, black",24,None,Single,0,None
449342,Badtz-maru x Sonix Phone Stand,https://www.sanrio.com/cdn/shop/files/Badtz-Maru_PhoneStand_Front_SALES_1_800x.jpg?v=1755026097,"This delightful phone stand combines adorable design with practical function, making it the perfect accessory for stylish multitaskers. This convenient Sonix x Sanrio character phone stand adjusts to fit your phone and is perfect for video conferencing and watching videos.",Badtz-maru,Badtz-maru,Accessory,"accessory, phone stand, smartphone, acrylic, black",19.99,None,Single,0,Sonix
909041,Hello Kitty and Friends x Stoney Clover Lane Pouchette Crossbody Bag (Hearts & Friends),https://www.sanrio.com/cdn/shop/files/SCL-HKF2-SPC-001_001_800x.jpg?v=1760389347,"Bring on the playful spirit with Hello Kitty and Friends! With a colorful and fun all-over print, the ultimate micro bag is here. This chic little pouchette has room for your essentials and can be worn crossbody or handheld—perfect for all of life's adventures!","Badtz-maru, Hello Kitty, Pompompurin, Keroppi, Tuxedosam, Little Twin Stars, Chococat",None,Bags,"crossbody bag, bag, nylon, red, white",168,Hearts & Friends,Single,0,Stoney Clover Lane
498831,"Badtz-maru x GUND 6"" Classic Mascot Plush",https://www.sanrio.com/cdn/shop/files/681147040014_800x.png?v=1757545836,"Bad Badtz-maru might wear a frown, but one hug from this cuddly penguin will make you smile! The mischievous penguin from the world of Sanrio is joining playtime as a cuddly 6” plush, looking adorably unamused as ever.",Badtz-maru,Badtz-maru,Plush,"plush, 6'' plush, premium textured, embroidered, black",16,None,Single,0,GUND
909076,Hello Kitty and Friends x Stoney Clover Lane Classic Fanny Pack,https://www.sanrio.com/cdn/shop/files/SCL-HKF2-WB-002_001_800x.jpg?v=1760389277,"Give your outfit a bit of unmistakable personality with Hello Kitty and Friends! A fashion-forward must-have, our Fanny Pack is one of our favorite hands-free accessories. Wear it around the waist for ease or crossbody to make your outfit pop.","Badtz-maru, Melody, Pompompurin, Keroppi, Cinnamonroll, Hello Kitty, Tuxedosam, Chococat",None,Bags,"bag, fanny pack, nylon",137,None,Single,0,Stoney Clover Lane
470660,Badtz-maru Everyday Chopsticks (Natural Wood),https://www.sanrio.com/cdn/shop/files/zz-2501468461_XO_--1_800x.jpg?v=1737159319,"Dine alongside your beloved Sanrio character! These chopsticks feature a natural wood detail and are ideal for a fun lunch at school, work, or during weekend picnics!",Badtz-maru,Badtz-maru,Home Goods,"home goods, chopsticks, natural wood, black, gray",14,None,Single,0,None
305693,Badtz-maru Plush ID Badge Holder & Reel,https://www.sanrio.com/cdn/shop/files/zz-2506293644_XO_--1_800x.jpg?v=1749175048,"Dine alongside your beloved Sanrio character! These chopsticks feature a natural wood detail and are ideal for a fun lunch at school, work, or during weekend picnics!",Badtz-maru,Badtz-maru,Accessory,"accessory, badge holder, reel, cotton, pvc, steel, polyester, black",22,None,Single,0,None
IVFC-BZ239CHR-BLK,Badtz-maru x Impressions Vanity Swivel Chair,https://www.sanrio.com/cdn/shop/files/BADTZ-MARUSwivelVanityChair_IVFC-BZ239CHR-BLK_F1_800x.jpg?v=1745871348,"Add a bold touch to your glam space with the Badtz-maru Swivel Vanity Chair! Take a seat in style with this playful chair featuring Badtz-maru’s signature spiky silhouette and mischievous expression. Designed for both comfort and personality, this swivel chair makes the perfect statement piece for your vanity setup.",Badtz-maru,Badtz-maru,Home Goods,"home goods, swivel chair, chair, polyurethrane foam, velvet, black",229,None,Single,0,Impressions Vanity
907405,Hello Kitty and Friends x Stoney Clover Lane Petite Pouch (Hearts & Friends),https://www.sanrio.com/cdn/shop/files/SCL-HKF2-PTP-001_001_800x.jpg?v=1760466765,"Bring on the playful spirit with Hello Kitty! Your grab-and-go essential: the Petite Pouch. Perfectly sized for tiny treasures, it’s compact enough for any bag but spacious enough for your daily must-haves.",Badtz-mau,None,Bags,"bag, petite pouch, pouch, PU, nylon, gold metal",84,Hearts & Friends,Single,0,Stoney Clover Lane
102962,Badtz-maru Signature Keychain,https://www.sanrio.com/cdn/shop/products/102962-1_800x.jpg?v=1661535723,"Rep your favorite Sanrio characters with these signature keychains featuring a molded mascot and loop featuring their name in a coordinating color. All connected on a gold lobster clasp keyring, it's easy to attach and remove wherever you choose.",Badtz-maru,Badtz-maru,Accessory,"accessory, keychain, signature keychain, molded, black",9.99,None,Single,0,None
665088,Badtz-maru Ceramic Ramen Bowl and Chopstick Set (Stripes),https://www.sanrio.com/cdn/shop/files/840298935635_800x.png?v=1725399163,"Making some ramen? This 20oz bowl featuring Badtz-maru is the perfect vessel for slurping tasty noodles or your favorite udon dish. It even includes a matching set of chopsticks that coordinate perfectly, making lunch and dinner such a treat!",Badtz-maru,Badtz-maru,Home Goods,"home goods, ramen bowl, chopsticks, set, ceramic, black, white, yellow",14.99,None,Multiple,0,None
43922089672952,Badtz-maru Beaded Charm Mobile Phone Wrist Strap,https://www.sanrio.com/cdn/shop/files/Badtz-maru-01_600x.jpg?v=1701369351,"Supercute wristlet for phones, wallets, and more with ""XO"", star, and Pochi (Badtz-maru's pet alligator) statement beads, plus a detachable iridescent glitter Badtz-maru keychain charm!",Badtz-maru,Badtz-maru,Accessory,"accessory, charm, beaded charm, smartphone, wrist strap, smartphone wrist strap, beads, black",14.99,None,Single,0,None
430510,Badtz-maru Everyday Slim Pencil Pouch,https://www.sanrio.com/cdn/shop/files/zz-2501427268_XO_--1_800x.jpg?v=1737697964,"Keep your writing utensils in check with your beloved Sanrio Character! Adorned with a character print and slim design, this pouch is ideal for school or work. The handy transparent panel allows for quick viewing of contents, so grab it and go!",Badtz-maru,Badtz-maru,Stationery,"stationery, pencil case, poly, black",12.99,None,Single,7,None
104302,Badtz-maru Besties Soft Tissue Box Cover,https://www.sanrio.com/cdn/shop/files/zz-2412097845_XO_--1_800x.jpg?v=1734570206,"“Achoo! I must grab a tissue!” Soft and colorful, this tissue box cover features your favorite Sanrio Characters and their besties! The fun gingham print and mini mascots are sure to brighten up any space this tissue case, takes up space!",Badtz-maru,Badtz-maru,Accessory,"accessory, tissue box cover, besties, poly, gingham, white, blue, black",38,None,Single,9.01,None
368393,Badtz-maru Mini Handy Pouch,https://www.sanrio.com/cdn/shop/files/zz-2501364002_XO_--1_800x.jpg?v=1737696497,"A cloud-like feel makes this mini zipper pouch a joy to have! Carry your favorite Sanrio Character and keep your everyday essentials organized and safe. The cute heart-shaped zipper pull and matching embroidered strap are fun details, but the positive message about friendship is even better!",Badtz-maru,Badtz-maru,Bags,"bag, pouch, mini pouch, poly, black",13.4,None,Single,1.41,None
2525392_6948,Badtz-maru Watashi Wa T-Shirt (Heather Gray),https://www.sanrio.com/cdn/shop/products/unisex-premium-t-shirt-athletic-heather-front-60e4cf5d5a477_800x.jpg?v=1625608035,"If you have an attitude then this Badtz-maru Watashi Wa T-Shirt is for you. This t-shirt feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women.",Badtz-maru,Badtz-maru,Apparel,"apparel, T-shirt, cotton, gray, black, yellow",24,None,Single,0,None
927082,Badtz-maru Classic Mascot Ballpoint Pen,https://www.sanrio.com/cdn/shop/files/imgi_13_zz-2507926108_XO_--1_800x.jpg?v=1753295060,"Oh, what to write? Home, office, or school, this character mascot pen is a trusty friend and confidant for your everyday writing needs!",Badtz-maru,Badtz-maru,Stationery,"stationery, pen, ballpoint pen, black ink, black",7.99,None,Single,0,None
492264,"Badtz-maru 8"" Squishmallow Dreamland Plush",https://www.sanrio.com/cdn/shop/files/SQSN00486_800x.jpg?v=1754340548,"Step into a world of whimsy with the Squishmallow 8-inch Hello Kitty and Friends Dreamland Assortment! Featuring cozy colors and enchanting designs, each plush brings Hello Kitty's dreamland adventures to life. Perfect for snuggles, play, and collecting, these delightful companions are a must-have for all ages!",Badtz-maru,Badtz-maru,Plush,"plush, 8'' plush, pastel dreamland, embroidered, purple",22,Dreamland,Single,0,Squishmallow
600130,Badtz-maru Mascot Photo Holder Charm,https://www.sanrio.com/cdn/shop/files/zz-2503493775_XO_--1_800x.jpg?v=1741806878,Show off your unique style with these cute photo holders that can conveniently clip onto your keychain or bag. Flaunt your love for your favorite Sanrio Character while displaying trading cards or a special snapshot from a pal!,Badtz-maru,Badtz-maru,Accessory,"accessory, photo holder charm, photo holder, charm, pvc, gray, black",8.99,None,Single,0,None
157309,Badtz-maru Teddy Bear Cozy Ankle Socks,https://www.sanrio.com/cdn/shop/files/zz-2409157031_XO_--1_800x.jpg?v=1726803091,Keep feet cozy and warm with these plush socks featuring your favorite Sanrio Characters dressed as cozy teddy bears! Seeing their cute little faces peek through while getting dressed is always a treat. Be sure to collect them all!,Badtz-maru,Badtz-maru,Apparel,"apparel, socks, ankle socks, teddy bear, gray",6.99,None,Single,0,None
147095,Badtz-maru Mini Mascot Magnet,https://www.sanrio.com/cdn/shop/files/zz-2405146765_XO_--1_800x.jpg?v=1716413260,"I’m stuck on you! Rep your favorite Sanrio Character with the cutest mini mascot magnet that’ll secure photos, postcards, or any type of cherished ephemeral joy!",Badtz-maru,Badtz-maru,Home Goods,"home goods, magnet, 3D magnet, black",8.99,None,Single,0,None
358029,Badtz-maru Mini Silicone Pouch,https://www.sanrio.com/cdn/shop/files/zz-2108931268_XO_--1_800x.jpg?v=1739241947,"Stash your spare cash, headphones, and other essentials in this nifty silicone pouch. The front boasts a die-cut applique of your beloved Sanrio Character, complete with a convenient carabiner for effortless transport, while on-the-go!",Badtz-maru,Badtz-maru,Bags,"bag, pouch, mini pouch, silicone, blue",8.99,None,Single,0,None
723924,Badtz-maru Plush Mascot Ring,https://www.sanrio.com/cdn/shop/files/original_93a0de81-8098-4bb2-ba76-e994ca9995d8_800x.jpg?v=1727499096,Wear your favorite Sanrio Character right on your hand with the cutest plush mascot rings! Rep the cutest pint-size versions featuring their supercute faces and kawaii expressive eyes!,Badtz-maru,Badtz-maru,Accessory,"accessory, plush accessory, ring, plush ring, embroidered, black",18,None,Single,5.01,None
756377,Hello Kitty and Friends x Sonix Grid Puffy Laptop Sleeve,https://www.sanrio.com/cdn/shop/files/HKF_Grid_PuffyLaptopSleeve_Back_SALES_800x.jpg?v=1740184147,"Sweeten up your tech with the cuteness and friendship of Hello Kitty and Friends! This super cute, quilted and puffed laptop case features pastel grid artwork with Hello Kitty, LittleTwinStars, My Melody, Pochacco, Cinnamoroll, Tuxedosam, Keroppi, Badtz-maru, Chococat, Kuromi, and Pompompurin!","Melody, Cinnamonroll, Little Twin Stars, Keroppi, Tuxedosam, Kuromi, Pompompurin, Pochacco, Cinnamonroll, Badtz-maru, Chococat",None,Accessory,"accessory, laptop sleeve, quilted, nylon, pink, blue, purple",32.99,None,Single,32.99,Sonix
183148,Badtz-maru Clear 2-Way Mini Tote,https://www.sanrio.com/cdn/shop/files/zz-2404181455_XO_--1_800x.jpg?v=1713981699,"Warm weather is just around the corner and this clear mini tote is the perfect, kawaii fit touch! With a detachable, shoulder strap and your favorite Sanrio Character making an appearance, your essentials are safe while adventuring. Plus the see-through material makes it a great concert or sporting event bag too!",Badtz-maru,Badtz-maru,Bags,"bag, tote bag, mini tote bag, pvc, black, yellow, clear",26.99,None,Single,13,None
182419,Badtz-maru Signature Keychain (Baby Series),https://www.sanrio.com/cdn/shop/files/zz-2401181161_XO_--1_800x.jpg?v=1705968418,"Oh, baby! Rep your favorite Sanrio characters as baby versions of themselves, dressed in the cutest matching onesies! These keychains feature a molded mascot and loop featuring their name in a coordinating color. All connected on a gold clasp keyring, it's easy to attach and remove wherever you choose.",Badtz-maru,Badtz-maru,Accessory,"accessory, keychain, signature keychain, molded, black, yellow",9.99,Baby,Single,0,None
913359,Badtz-maru Besties Keychain,https://www.sanrio.com/cdn/shop/files/zz-2307907821_XO_--1_800x.jpg?v=1689886384,"Add a little flair to your daily set of keys featuring your favorite Sanrio Characters and their besties! The design shows off a fun motif and an extra sweet message about friendship. Plus, you can even add this to your tote or bag and wear it as a bag charm too!",Badtz-maru,Badtz-maru,Accessory,"accessory, keychain, besties, acrylic, black, blue",6.99,None,Single,0,None
966525,Badtz-maru x Sonix Silicone Face Watch Bumper,https://www.sanrio.com/cdn/shop/files/Badtz-Maru_Silicone_Apple_Watch_Bumper_Side_SALES_800x.jpg?v=1709321505,"The Badtz-maru Silicone Watch Bumper features the Badtz-maru signature silhouette fashioned into a cute Apple Watch shield. With this matte black bumper on your wrist, your watch is both extra protected and extra cute.",Badtz-maru,Badtz-maru,Accessory,"accessory, watch bumper, watch, antimicrobial, black, gray",14.99,None,Single,0,None
875180,Badtz-maru Kids Mini Backpack (Denim Series),https://www.sanrio.com/cdn/shop/files/875180-Zoom.2_800x.jpg?v=1685459777,"Badtz-maru and Hana-maru appear in this fun series featuring all things denim! This kids mini backpack is perfect for adventuring and discovery. It has a bright interior lining which makes finding your little ones things, easy peasy. Badtz-maru is most certainly a mood and we love it!",Badtz-maru,Badtz-maru,Backpack,"backpack, mini backpack, textured, embroidered, black",48,None,Single,9,None
595861,Badtz-maru JapanLA 8-Bit Spirit Jersey,https://www.sanrio.com/cdn/shop/products/XO8BIT-01_800x.jpg?v=1654733012,"This Badtz-maru 8-Bit JapanLA Spirit Jersey features a neon pink, grey and black spiral tie dye. On the front chest, a neon UFO takes flight while Badtz-maru is on the move. On the upper back, Badtz-maru's name is printed across the shoulders using Neon Pink super puff. On the lower back is a large graphic of Badtz-maru looking cool in his glasses with the JapanLA logo.",Badtz-maru,Badtz-maru,Apparel,"apparel, jersey, tie-dye, cotton, unisex, black, white, pink, rainbow",80,None,Single,0,JapanLA
882003,"Hello Kitty 10"" Joy Plush (Many Moods Series)",https://www.sanrio.com/cdn/shop/files/882003-Zoom.1_1200x.jpg?v=1756337820,"Hello Kitty is a sweet friend to all and as she always says, “You can never have too many friends!"" Get ready for an adorable dose of cuteness, showcasing her lovable expressions in different poses and moods through plush toys, mascots, and even coin purses!",Hello Kitty,Hello Kitty,Plush,"plush, 10'' plush, joy, embroidered, white, black, red",40,Many Moods,Single,0,None
882780,Hello Kitty Joy Mascot Clip (Many Moods Series),https://www.sanrio.com/cdn/shop/files/882780-Zoom.1_800x.jpg?v=1756338010,"Hello Kitty is a sweet friend to all and as she always says, “You can never have too many friends!"" Get ready for an adorable dose of cuteness, showcasing her lovable expressions in different poses and moods through plush toys, mascots, and even coin purses!",Hello Kitty,Hello Kitty,Accessory,"accessory, clip, plush clip, joy, embroidered, white, red, black",18,Many Moods,Single,0,None
883361,Hello Kitty Joy Coin Purse (Many Moods Series),https://www.sanrio.com/cdn/shop/files/883361-Zoom.1_800x.jpg?v=1756337977,"Hello Kitty is a sweet friend to all and as she always says, “You can never have too many friends!"" Get ready for an adorable dose of cuteness, showcasing her lovable expressions in different poses and moods through plush toys, mascots, and even coin purses!",Hello Kitty,Hello Kitty,Bags,"bag, coin purse, joy, white, black, red",12,Many Moods,Single,0,None
882038,"Hello Kitty 10"" Lovestruck Plush (Many Moods Series)",https://www.sanrio.com/cdn/shop/files/882038-Zoom.1_800x.jpg?v=1756337859,"Hello Kitty is a sweet friend to all and as she always says, “You can never have too many friends!"" Get ready for an adorable dose of cuteness, showcasing her lovable expressions in different poses and moods through plush toys, mascots, and even coin purses!",Hello Kitty,Hello Kitty,Plush,"plush, 10'' plush, lovestruck, embroidered, black, white, red",40,Many Moods,Single,0,None
883247,Hello Kitty Lovestruck Mascot Clip (Many Moods Series),https://www.sanrio.com/cdn/shop/files/883247-Zoom.1_800x.jpg?v=1756338335,"Hello Kitty is a sweet friend to all and as she always says, “You can never have too many friends!"" Get ready for an adorable dose of cuteness, showcasing her lovable expressions in different poses and moods through plush toys, mascots, and even coin purses!",Hello Kitty,Hello Kitty,Accessory,"accessory, clip, plush clip, lovestruck, embroidered, white, red, black",18,Many Moods,Single,0,None
883620,Hello Kitty Lovestruck Coin Purse (Many Moods Series),https://www.sanrio.com/cdn/shop/files/883620-Zoom.1_800x.jpg?v=1756338090,"Hello Kitty is a sweet friend to all and as she always says, “You can never have too many friends!"" Get ready for an adorable dose of cuteness, showcasing her lovable expressions in different poses and moods through plush toys, mascots, and even coin purses!",Hello Kitty,Hello Kitty,Bags,"bag, coin purse, lovesturck, white, black, red",12,Many Moods,Single,0,None
881201,"Hello Kitty 10"" Charming Plush (Many Moods Series)",https://www.sanrio.com/cdn/shop/files/881201-Zoom.1_800x.jpg?v=1756337780,"Hello Kitty is a sweet friend to all and as she always says, “You can never have too many friends!"" Get ready for an adorable dose of cuteness, showcasing her lovable expressions in different poses and moods through plush toys, mascots, and even coin purses!",Hello Kitty,Hello Kitty,Plush,"plush, 10'' plush, charming, black, white, red",40,Many Moods,Single,0,None
882046,Hello Kitty Charming Mascot Clip (Many Moods Series),https://www.sanrio.com/cdn/shop/files/882046-Zoom.1_800x.jpg?v=1756337941,"Hello Kitty is a sweet friend to all and as she always says, “You can never have too many friends!"" Get ready for an adorable dose of cuteness, showcasing her lovable expressions in different poses and moods through plush toys, mascots, and even coin purses!",Hello Kitty,Hello Kitty,Accessory,"accessory, clip, plush clip, charming, embroidered, white, red, black",18,Many Moods,Single,0,None
883352,Hello Kitty Charming Coin Purse (Many Moods Series),https://www.sanrio.com/cdn/shop/files/883352-Zoom.1_800x.jpg?v=1756337902,"Hello Kitty is a sweet friend to all and as she always says, “You can never have too many friends!"" Get ready for an adorable dose of cuteness, showcasing her lovable expressions in different poses and moods through plush toys, mascots, and even coin purses!",Hello Kitty,Hello Kitty,Bags,"bag, coin purse, charming, black, white, red",12,Many Moods,Single,0,None
